,所在地址,小区名称,总价格,单价,房屋基本信息,房屋交易属性信息,房屋特色
1130,"['汉阳', '四新']",['广电兰亭时代一期'],['110'],['12150'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共33层)', '建筑面积': '90.54㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共33层)', '建筑面积': '90.54㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房老证满二，小区中间楼栋楼层好不临三环，房屋公摊小户型通透', '户型介绍': '房龄五年，三开间朝南，客厅带阳台，明厨明卫，每个房间都是有窗户的。。', '周边配套': '小区200米大型菜市场，居然之家商场，楼下商铺一应俱全，吃喝玩乐都方便', '税费解析': '房子是70年产权，产证满二，目前只需要一个点的个税和1.5的契税。。', '装修描述': '房子精装装修有五年了，家具家电齐全，格局合理，直接可以拎包入住'}"
1131,"['汉阳', '四新']",['方岛金茂智慧科学城'],['184'],['16763'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共33层)', '建筑面积': '109.77㎡', '户型结构': '平层', '套内面积': '83.65㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共33层)', '建筑面积': '109.77㎡', '户型结构': '平层', '套内面积': '83.65㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '2023年新小区恒温恒湿科技住宅，采光好看房方便', '小区介绍': 'A7地块于2023年8月11日交付，一共4栋。四新方岛恒温恒湿项目，带空调全房精装交付，视野开阔', '周边配套': '有亚心医院、儿童医院、经开永旺梦乐城，汉阳万达广场、各大银行、地铁6号线、3号线、在建的12号线，二环、三环，出行方便。', '交通出行': '小区门口有306，708等各路公交路线，通往王家湾，汉口都很方便。地铁12号线正在施工中，小区旁边可以直接开车上江城大道和三环线，前往白沙洲、汉口分便利。'}"
1132,"['洪山', '青山']",['杨春湖畔'],['118'],['13170'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '89.6㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '89.6㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房满二年，边户三房，采光好，楼层好，小区环境 好，', '小区介绍': '小区自带商圈，自带幼儿园，楼下就是杨春湖湿地公园，离恩施街小吃一条街2公里，离印象城，金地广场不到3公里的距离', '装修描述': '房子是精装三房，南北户型，没有浪费空间，适用型三房，明厨明卫', '交通出行': '小区离武汉高铁站不到2公里的距离，离杨春湖4号线地铁站1公里，离厂前站5号线2公里不到，小区西门500米有杨春湖公交车站，南门有陈家嘴公交车站，出行方便'}"
1133,"['江夏', '庙山']",['雅居乐花园3期'],['116'],['8446'],"{'房屋户型': '3室2厅1厨3卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '137.35㎡', '户型结构': '复式', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '东南 南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨3卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '137.35㎡', '户型结构': '复式', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '东南 南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '雅居乐花园一线湖景房 业主急售，开发商刚交房，全新现房出售', '适宜人群': '适合多口之家，两代人居住，父母住一楼，年轻人住二楼，互不打扰，即买即住，首付不多，当婚房小两口。生活配套齐全，交通便利。', '周边配套': '此房所处小区内各种生活配备齐全，距小区800米左右有大型购物街，生活方便；有KFC，各大银行，医院，奥特菜斯购物广场，汤逊湖边还可观湖景，距小区口1000米左右有多辆公交线路直达光谷广场，还有城际铁路庙山站，交通便利。', '交通出行': '公交线路有903、902、915等 可直达光谷商圈，还有武咸城际列车庙山站，到达武昌火车站和汉口火车站很便利。另外可坐公交到汤逊湖站换乘有轨电车。还可沿湖骑行。'}"
1134,"['江夏', '文化大道']",['鹏湖湾'],['139'],['12241'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共24层)', '建筑面积': '113.56㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共24层)', '建筑面积': '113.56㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '南北通透 边户 全新软装+硬装 家具家电都是全新的。', '小区介绍': '澎湖湾小区位于文化大道主干旁，地铁7号线大花岭站D出口，小区绿化高体量大，开发商是伟鹏地产 物业是国金物业，物业管理好24小时保安值守，小区热度高。', '税费解析': '此房为70年产权商品房，产证不满两年 首套需缴纳5.3%增值税 缴纳契税1.5% 个税1% 二套增值税5.3% 契税2% 个税1%。', '装修描述': '业主2021年全新装修的一天都没有住过，全屋品牌定制软装+硬装，墙面贴的是墙布 卫生间使用的马桶是九牧的智能的 欧式风格 清新明亮适合小年轻，买来直接拎包入住。', '交通出行': '7号线大花岭地铁站D出口距离小区200米（高德地图）门口有公交车站905 908去往街道口 南湖商圈很方便，还开通了直达光谷金融港的巴士交通便捷。'}"
1135,"['武昌', '沙湖']",['福星惠誉水岸国际澜桥公馆二期'],['188'],['21077'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '低楼层 (共52层)', '建筑面积': '89.2㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '西南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '三梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '低楼层 (共52层)', '建筑面积': '89.2㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '西南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '三梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房是2019年交房的次新房，一线湖景无摭挡，精装修 中低层', '户型介绍': '此房是标准两室两厅一厨一卫，一卧朝东一卧朝南，客厅出阳台，明厨明卫，采光日照充足，视野无遮挡,出门就是沙湖公园，环境很不错，闹中取静。', '适宜人群': '中低楼层，喜欢闹中取静的客户，适合有老人小孩的家庭，喜欢看风景，空气清新的客户。可以看沙湖', '周边配套': '综合商场：销品茂、徐东平价、麦德龙、武商量贩、中商平价、水岸国际SOHO商街', '交通出行': '小区出门有公交582、734、543、554、573、777、795、802、811、817等公交车可以通往武汉三镇，小区出门600多米就是地铁7号线湖北大学站。'}"
1136,"['洪山', '徐东']",['长航蓝晶绿洲一二期'],['155'],['16234'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '低楼层 (共31层)', '建筑面积': '95.48㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '低楼层 (共31层)', '建筑面积': '95.48㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此户型室朝南的户型 自住的精装修三房 小区集中供冷暖', '小区介绍': '小区一共分三期开发的一共有129栋住宅一栋单独的幼儿园，小区绿树成荫，物业管理严格，最重要的室小区居住舒适度高集中供冷暖东暖夏凉，收费标准也不高。', '周边配套': '小区公园有沙湖公园还有东湖绿道可以不想到达，出小区门就有菜市场和中百，还有徐东商圈群星城，销品茂，麦德龙，医院有中南医院，广华医院，生活配套齐全。', '交通出行': '小区位于杨园南路和沙湖大道的交汇处，小区南门出口处有公交站（杨园南路欢乐大道口站）有581.618.734路等公交车经过，双地铁路线分别是8号线和4号线距离地铁站800米左右。'}"
1137,"['江夏', '文化大道']",['清江泓景'],['85'],['10901'],"{'房屋户型': '2室2厅1厨1卫', '所在楼层': '高楼层 (共14层)', '建筑面积': '77.98㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室2厅1厨1卫', '所在楼层': '高楼层 (共14层)', '建筑面积': '77.98㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '老证精装修拎包入住   下楼就是地铁口和永旺', '小区介绍': '小区地理位置好，一线观湖，近永旺，近地铁，碧桂园物业，物业费1.5元每平，停车费60元每月，小区有游泳池，篮球场，羽毛球场，休闲广场，湖边公园。', '周边配套': '社区地理位置好，一公里范围内有谭鑫培公园，大公园，区政府，江南协和医院，沃尔玛，中百广场，永旺梦乐城', '交通出行': '7号轨道交通江夏客厅站，就在小区大门口，以及901.905.908等公交，交通出行便利，直达武汉三镇。'}"
1138,"['东湖高新', '民族大道']",['保利时代南区'],['185'],['22647'],"{'房屋户型': '2室2厅1厨1卫', '所在楼层': '高楼层 (共40层)', '建筑面积': '81.69㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '三梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室2厅1厨1卫', '所在楼层': '高楼层 (共40层)', '建筑面积': '81.69㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '三梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '中高楼层 业主婚房装修 自住保养的很好 看房方便', '小区介绍': '保利时代由设计师精心打造，居住多为社会精英白领人士，竹木成林，双层车库，独特的水系景观，环境优雅，保利自持物业，保安巡逻给你一个安静惬意舒适的居住环境，小区自带幼儿园，游泳池，篮球场。小区旁200米左右有招商银行，交通银行，保利时代广场等配', '户型介绍': '房子是小区两房户型好的 主卧客厅正南向 次卧朝西 卫生间厨房都有明窗 采光通风很好', '交通出行': '小区位于新竹路和关山大道交叉口，出门有583，538，572，307，590，810，586，901，902，903等公交车可以直接在民族大道上坐车。距离光谷地铁站1500米（数据来源：百度地图）'}"
1139,"['江夏', '文化大道']",['金融街金悦府'],['149'],['13820'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '107.82㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '三梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '107.82㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '三梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房子满两年，不临街，中间楼层，视野开阔，采光充足。', '小区介绍': '金融街开发商，新小区、品质楼盘 2. 距离7号线大花岭站地铁口500米，小区门口有905.908.J8等多路公交，可抵达武昌、南湖、纸坊等商圈 3. 受汉口学院等3所高校的辐射，文化气息浓厚 4. 三面环湖，天然氧吧，宜居之地', '周边配套': '东面临汤逊湖 2. 小区西面是东湖学院和汉口学院，可以感受大学的书香气息 3. 小区西边靠文化大道，有905.908等公交，南面有J8公交 4. 享受大花岭大学城的生活配套。'}"
1140,"['东西湖', '东西湖其它']",['恒大帝景'],['79.8'],['10196'],"{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共31层)', '建筑面积': '78.27㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共31层)', '建筑面积': '78.27㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '自住装修，中高楼层，可直接拎包入住，保养得很好', '小区介绍': '2019年新交付小区、恒大地产开发，恒大金碧物业管理。小区定位恒大标杆楼盘。园林景观，120-140米楼间距。', '周边配套': '距一号线六号线双地铁口码头谭站700米商.业：地铁一号线三站路到宜家。六号线四站路到东西湖万达。码头谭公园700米、东西湖协和3公里', '交通出行': '一号线。六号线双地铁口码头谭站、地铁1号线6号线，配套齐全，交通方便'}"
1141,"['东湖高新', '民族大道']",['曙光星城A区'],['61'],['10100'],"{'房屋户型': '1室1厅1厨1卫', '所在楼层': '中楼层 (共33层)', '建筑面积': '60.4㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '北', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '三梯十五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '1室1厅1厨1卫', '所在楼层': '中楼层 (共33层)', '建筑面积': '60.4㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '北', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '三梯十五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '价格看中可谈，看房预约，产证在手', '周边配套': '曙光星城位于雄庄路与纺织路交汇处。分布有三横三纵的城市路网，地铁轨道交通以及数十条公交线路。曙光星城APP广场 菩提金街区、时代广场、新世界K11，光谷天地、光谷步行街，K11广场，保利广场，沃尔玛', '交通出行': '公交301、510、529、715、755、785、788、789、903、909、912至关山大道曙光村站下车往纺织路往西步行100米左右即到小区东门。 距离地铁2号线光谷广场站直线距离大约2666米。关山大道有轨电车已经开始运行，可以与2号线无缝对接。'}"
1142,"['江岸', '塔子湖']",['融创公园壹号三期'],['169'],['16134'],"{'房屋户型': '3室1厅1厨1卫', '所在楼层': '低楼层 (共42层)', '建筑面积': '104.75㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室1厅1厨1卫', '所在楼层': '低楼层 (共42层)', '建筑面积': '104.75㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '品质小区，中高楼层视野开阔 毛坯无装修 好改动 户型方正..', '小区介绍': '小区环境优美，居住舒适，小区绿化好，是儿童游玩，一家人饭后散步的好场地！ 整个小区弥漫着，休闲安静，舒适自然，轻松宜人等气息。城市的嘈杂浮躁，压榨着我们为数不多的幸福感，家就成了每个人心目中最幸福的港湾。', '周边配套': '中百仓储、永旺梦乐城、塔子湖体育场，海洋世界等，目前小区旁新开发的娱乐（天地会）吃、喝、玩、乐比较繁华。中百仓储、新塘万科城市广场、大润发、南国北都广场、永旺梦乐城、汉口城市广场，塔子湖体育场（省级标准），海洋世界，武汉城市客厅', '交通出行': '地铁八号线中一路，公交路牛皮岭站数10条公交贯穿武汉。小区位于和谐大道，驾车3公里直达二环线，4公里可上三环线。3.5公里到达汉口火车站，经机场二高速到达天河机场，随时随地来一场说走就走的旅行吧。'}"
1143,"['汉阳', '四新']",['兴华御水澜湾'],['220'],['14104'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共31层)', '建筑面积': '155.99㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共31层)', '建筑面积': '155.99㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': ""房子属于三期。院子里比较安静，都是毛坯在售，电梯入户，yi'.."", '小区介绍': '御水澜湾项目总建面53万方，地块分为三期开发。，一期为12-18#楼，是由高层普通住宅组成，二期为1-9#楼，三期为项目别墅区，总共由16栋高层、9栋别墅，整个项目居住人数达到3897户。', '周边配套': '综合商场：永旺商场、王家湾商圈、钟家村商圈 医院：武汉市中医院，同济医院 银行：工商银行、建设银行 邮局：中国邮政 其他：海洋乐园、国际博览', '交通出行': '【公交】连通港西路汉阳福利院： 42路; 547路;793米（来源于百度地图）【公交】江城大道墨水湖桥 ：273路; 369路; 707路; 760路；250米（来源于百度地图） 【公交】连通港西路墨水湖南路 ：42路; 547路; 664米（来源于百度地图）'}"
1144,"['江岸', '百步亭']",['幸福时代三期'],['145'],['14872'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共33层)', '建筑面积': '97.5㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共33层)', '建筑面积': '97.5㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '老证房源，自住品质精装修，可拎包入住。', '小区介绍': '幸福时代位于后湖区域，后湖大道和建设渠路两条城市主干道交汇处，占地135403.17平方米，总建筑面积约46.6万平方米，拟分四期建设,由武汉统建城市开发有限责任公司和百步亭集团两家颇具影响力的房地产联合组成的统建百步亭联合置业有限公司倾力开发。', '周边配套': '有武商量贩，家乐福，万家汇盒马鲜生，中百仓储。酒店有三五酒店，湖锦酒楼，艳阳天酒店。公园有百步亭游园，后湖湿地公园，菜场有黄埔批发市场。', '交通出行': '此小区位于后湖大道，与地铁21号线3号线百步亭花园路站行程无缝的链接，并且还有多路公交可通往武汉三镇'}"
1145,"['武昌', '沙湖']",['天梨花园'],['209'],['13887'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共12层)', '建筑面积': '150.51㎡', '户型结构': '平层', '套内面积': '130.57㎡', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共12层)', '建筑面积': '150.51㎡', '户型结构': '平层', '套内面积': '130.57㎡', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '满五年，税费低，小高层，公摊小，通透三房。', '户型介绍': '此房是电梯小高层，公摊很小，南北通透，动静分区，户型很方正。', '税费解析': '此房房产证已经满了五年，首套购买需要缴税：个税1%，契税1.5%。二套购买需要缴税：个税1%，契税2%。', '装修描述': '此房是业主自住居家装修，简单收拾一下，基本上是可以拎包入住的。', '权属抵押': '此房产权清晰，没有办理任何抵押贷款，后期交易起来也方便快捷。'}"
1146,"['江岸', '塔子湖']",['长投海德公园'],['195'],['16525'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共33层)', '建筑面积': '118.01㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '东南', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '三梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共33层)', '建筑面积': '118.01㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '东南', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '三梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '老证，户型方正，中间楼层采光好', '周边配套': '该小区东面是市政公园，免费开放，楼下就是实验博雅，楼下就是中百，生鲜，药房，餐饮一应俱全，公立教育资源多，', '交通出行': '地铁八号线塔子湖站，10条公交路线贯穿武汉。驾车即达二环线，三环线 入口，汉口、武昌随意畅行。出行汉口中城区、天河机场、武昌、青山四通八达'}"
1147,"['东湖高新', '光谷东']",['联投花山郡二期'],['93'],['7919'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '117.45㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '117.45㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '动静分区户型，毛坯三房两卫，临湖小区，环境优美', '小区介绍': '小区是联投开发，国企开发商，物业也是联投自己的物业，小区实行人车分流，每处门岗都有安保人员值班把守，小区内有保安24小时巡逻，为您的安全保驾护航', '适宜人群': '小区临湖而建，环境优美，出小区门口就是湖边绿道，各种生活配套成熟，生活便利，步行可达严西湖边，散步，钓鱼，生活惬意，出门就是公园，老少皆宜居住', '交通出行': '目前有三路公交出行，18路可以直达光谷放心，118可以到武汉站方向，750可以到同济医院。19号地铁线正在建设，预计2023年底建成通车'}"
1148,"['江岸', '二七']",['东立国际'],['131'],['17889'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共17层)', '建筑面积': '73.23㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯八户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共17层)', '建筑面积': '73.23㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯八户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '楼层好。采光充足，配套设施齐全，交通便利', '小区介绍': '东立国际小区于2007年建成，小区一共分四期，户数体量大，配套成熟，适合居住。', '周边配套': '小区位于正二环内二七滨江商务区，临双地铁（1号线/3号线）步行仅750米（距离数据来自百度地图）；二七路二七横路公交总站无缝对接直达武汉三镇多条公交线路；小区3号门出来即达鼎鑫生鲜市场、东部购物公园、二七家乐福……让你日常生活购物/娱乐多姿多彩。', '交通出行': '位于工农兵路与二七路交汇处，小区距轻轨1号线二七路站1000米左右距离，距地铁3号线二七小路站大概1000米左右距离，公交车更是直通三镇，方便快捷！（此数据来自百度地图）'}"
1149,"['汉阳', '四新']",['新城璟棠'],['190'],['13424'],"{'房屋户型': '4室2厅1厨2卫', '所在楼层': '低楼层 (共41层)', '建筑面积': '141.54㎡', '户型结构': '平层', '套内面积': '105.59㎡', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '4室2厅1厨2卫', '所在楼层': '低楼层 (共41层)', '建筑面积': '141.54㎡', '户型结构': '平层', '套内面积': '105.59㎡', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '新城璟棠 老证 4居室 南北边户，人车分流小区。', '小区介绍': '新城璟棠位于汉阳区四新南路与墨子路交汇处，小区是新城项目二期，总栋数13栋，主力户型有建筑面积95-118平米的三居室，建筑面积128-140平米的四居室 ，小区物业公司：武汉新城物业管理有限公司。', '交通出行': '门口有公交路线，306,708。 306可以到达王家湾，换乘3、4号线。708可到达硚口武胜路，换成6号线。小区门口12号地铁正在施工中。'}"
