,房屋名称,房屋价格,房屋信息,房屋设施,房屋费用
2144,整租·金荷花园C区 3室2厅 东南,1800,"['基本信息', '面积：133.61㎡', '朝向：东南', '\xa0', '维护：3天前', '入住：随时入住', '\xa0', '楼层：低楼层/6层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1800', '押金 ': '1800', '服务费 ': '0', '中介费 ': '需咨询'}"
2145,整租·丽华苑 3室2厅 南/北,2600,"['基本信息', '面积：88.16㎡', '朝向：南 北', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：低楼层/11层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '需咨询', '租金 ': '2600', '押金 ': '2600', '服务费 ': '0', '中介费 ': '需咨询'}"
2146,整租·金鼎湾 2室2厅 南,1700,"['基本信息', '面积：92.40㎡', '朝向：南', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：高楼层/28层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1700', '押金 ': '1700', '服务费 ': '0', '中介费 ': '需咨询'}"
2147,整租·金鼎湾 3室2厅 南/北,2800,"['基本信息', '面积：145.50㎡', '朝向：南 北', '\xa0', '维护：11天前', '入住：随时入住', '\xa0', '楼层：高楼层/32层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2800', '押金 ': '2800', '服务费 ': '0', '中介费 ': '需咨询'}"
2148,整租·民福金堡 2室1厅 西南,3000,"['基本信息', '面积：61.69㎡', '朝向：西南', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：高楼层/24层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3000', '押金 ': '3000', '服务费 ': '0', '中介费 ': '需咨询'}"
2149,整租·天纵御府 3室2厅 南/北,1600,"['基本信息', '面积：105.65㎡', '朝向：南 北', '\xa0', '维护：4天前', '入住：随时入住', '\xa0', '楼层：低楼层/32层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：集中供暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1600', '押金 ': '1600', '服务费 ': '0', '中介费 ': '需咨询'}"
2150,合租·千禧城3号院 2居室 南卧,900,"['基本信息', '面积：126.19㎡', '朝向：南', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：中楼层/46层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '900', '押金 ': '900', '服务费 ': '0', '中介费 ': '需咨询'}"
2151,整租·金地国际花园 2室2厅 复式 南,4000,"['基本信息', '面积：72.67㎡', '朝向：南', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：高楼层/18层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4000', '押金 ': '4000', '服务费 ': '0', '中介费 ': '需咨询'}"
2152,整租·万达公馆 3室2厅 南/北,10000,"['基本信息', '面积：237.10㎡', '朝向：南 北', '\xa0', '维护：8天前', '入住：随时入住', '\xa0', '楼层：高楼层/42层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：集中供暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '10000', '押金 ': '10000', '服务费 ': '0', '中介费 ': '需咨询'}"
2153,整租·联投龙湾一期 4室2厅 南/北,2520,"['基本信息', '面积：154.47㎡', '朝向：南 北', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：高楼层/33层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2520', '押金 ': '2520', '服务费 ': '0', '中介费 ': '需咨询'}"
2154,整租·七医院宿舍 2室1厅 南/北,1700,"['基本信息', '面积：67.72㎡', '朝向：南 北', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：高楼层/6层', '电梯：无', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1700', '押金 ': '1700', '服务费 ': '0', '中介费 ': '需咨询'}"
2155,整租·欣隆壹号公馆 1室1厅 南,1400,"['基本信息', '面积：45.00㎡', '朝向：南', '\xa0', '维护：13天前', '入住：随时入住', '\xa0', '楼层：中楼层/22层', '电梯：有', '\xa0', '车位：租用车位', '用水：商水', '\xa0', '用电：商电', '燃气：有', '\xa0', '采暖：集中供暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1400', '押金 ': '1400', '服务费 ': '0', '中介费 ': '需咨询'}"
2156,整租·长航蓝晶国际写字楼 2室1厅 东南,3800,"['基本信息', '面积：48.00㎡', '朝向：东南', '\xa0', '维护：11天前', '入住：随时入住', '\xa0', '楼层：高楼层/16层', '电梯：有', '\xa0', '车位：暂无数据', '用水：商水', '\xa0', '用电：商电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3800', '押金 ': '3800', '服务费 ': '0', '中介费 ': '需咨询'}"
2157,整租·金地国际花园 3室2厅 南,3400,"['基本信息', '面积：97.97㎡', '朝向：南', '\xa0', '维护：3天前', '入住：随时入住', '\xa0', '楼层：高楼层/32层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：3年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3400', '押金 ': '3400', '服务费 ': '0', '中介费 ': '需咨询'}"
2158,整租·港台公寓 2室2厅 西,2900,"['基本信息', '面积：120.46㎡', '朝向：西', '\xa0', '维护：10天前', '入住：随时入住', '\xa0', '楼层：高楼层/12层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2900', '押金 ': '2900', '服务费 ': '0', '中介费 ': '需咨询'}"
2159,整租·武监小区 2室1厅 南,1900,"['基本信息', '面积：72.47㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：中楼层/7层', '电梯：无', '\xa0', '车位：暂无数据', '用水：暂无数据', '\xa0', '用电：暂无数据', '燃气：暂无数据', '\xa0', '采暖：暂无数据', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1900', '押金 ': '1900', '服务费 ': '0', '中介费 ': '需咨询'}"
2160,整租·恒大绿洲 4室2厅 北,1900,"['基本信息', '面积：148.00㎡', '朝向：北', '\xa0', '维护：9天前', '入住：随时入住', '\xa0', '楼层：中楼层/18层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1900', '押金 ': '1900', '服务费 ': '0', '中介费 ': '需咨询'}"
2161,合租·保利香颂一期 4居室 南卧,800,"['基本信息', '面积：19.80㎡', '朝向：南', '\xa0', '维护：4天前', '入住：随时入住', '\xa0', '楼层：高楼层/11层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '800', '押金 ': '800', '服务费 ': '0', '中介费 ': '需咨询'}"
2162,合租·电建地产盛世江城 4居室 北卧,800,"['基本信息', '面积：10.00㎡', '朝向：北', '\xa0', '维护：7天前', '入住：随时入住', '\xa0', '楼层：中楼层/42层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '800', '押金 ': '800', '服务费 ': '0', '中介费 ': '需咨询'}"
2163,整租·人信千年美丽 2室2厅 南/北,1200,"['基本信息', '面积：92.64㎡', '朝向：南 北', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：高楼层/6层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：2年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1200', '押金 ': '1200', '服务费 ': '0', '中介费 ': '需咨询'}"
2164,整租·中南新村 2室2厅 南/北,2100,"['基本信息', '面积：106.33㎡', '朝向：南 北', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：中楼层/8层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2100', '押金 ': '2100', '服务费 ': '0', '中介费 ': '需咨询'}"
2165,整租·长源假日港湾 5室2厅 南,3300,"['基本信息', '面积：241.45㎡', '朝向：南', '\xa0', '维护：3天前', '入住：随时入住', '\xa0', '楼层：低楼层/4层', '电梯：无', '\xa0', '车位：租用车位', '用水：暂无数据', '\xa0', '用电：暂无数据', '燃气：有', '\xa0', '采暖：自采暖', '租期：2年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3300', '押金 ': '3300', '服务费 ': '0', '中介费 ': '需咨询'}"
2166,整租·蓝光林肯公园 3室2厅 南/北,2500,"['基本信息', '面积：111.00㎡', '朝向：南 北', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：中楼层/34层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2500', '押金 ': '2500', '服务费 ': '0', '中介费 ': '需咨询'}"
2167,整租·楚天都市沁园 5室2厅 南/北,5000,"['基本信息', '面积：289.98㎡', '朝向：南 北', '\xa0', '维护：5天前', '入住：随时入住', '\xa0', '楼层：低楼层/3层', '电梯：无', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '5000', '押金 ': '5000', '服务费 ': '0', '中介费 ': '需咨询'}"
2168,整租·圣龙国际广场 3室0厅 南,4100,"['基本信息', '面积：161.00㎡', '朝向：南', '\xa0', '维护：12天前', '入住：随时入住', '\xa0', '楼层：高楼层/26层', '电梯：有', '\xa0', '车位：租用车位', '用水：商水', '\xa0', '用电：商电', '燃气：有', '\xa0', '采暖：自采暖', '租期：2年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4100', '押金 ': '4100', '服务费 ': '0', '中介费 ': '需咨询'}"
2169,整租·碧桂园生态城水蓝湾 4室2厅 东南,8600,"['基本信息', '面积：229.71㎡', '朝向：东南', '\xa0', '维护：8天前', '入住：随时入住', '\xa0', '楼层：低楼层/3层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '8600', '押金 ': '8600', '服务费 ': '0', '中介费 ': '需咨询'}"
2170,整租·光谷8号 1室1厅 南,1900,"['基本信息', '面积：43.16㎡', '朝向：南', '\xa0', '维护：6天前', '入住：2024-06-10', '\xa0', '楼层：中楼层/19层', '电梯：有', '\xa0', '车位：暂无数据', '用水：商水', '\xa0', '用电：商电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1900', '押金 ': '1900', '服务费 ': '0', '中介费 ': '需咨询'}"
2171,整租·百瑞景中央生活区二期东区 3室2厅 南,3400,"['基本信息', '面积：92.20㎡', '朝向：南', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：低楼层/34层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3400', '押金 ': '3400', '服务费 ': '0', '中介费 ': '需咨询'}"
2172,整租·碧湖新村 2室2厅 南,1400,"['基本信息', '面积：67.24㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：中楼层/6层', '电梯：无', '\xa0', '车位：暂无数据', '用水：暂无数据', '\xa0', '用电：暂无数据', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1400', '押金 ': '1400', '服务费 ': '0', '中介费 ': '需咨询'}"
2173,整租·保利圆梦城金玉苑 4室2厅 南,2070,"['基本信息', '面积：128.39㎡', '朝向：南', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：高楼层/33层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2070', '押金 ': '2070', '服务费 ': '0', '中介费 ': '需咨询'}"
2174,整租·奥林匹克花园 2室2厅 南/北,1600,"['基本信息', '面积：87.37㎡', '朝向：南 北', '\xa0', '维护：9天前', '入住：2024-06-10', '\xa0', '楼层：低楼层/6层', '电梯：无', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：3年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1600', '押金 ': '1600', '服务费 ': '0', '中介费 ': '需咨询'}"
2175,合租·清江山水九程 4居室 南卧,1260,"['基本信息', '面积：11.00㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：19/30层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1323', '押金 ': '1323', '服务费 ': '132.3', '中介费 ': '0'}"
2176,整租·水云居 4室2厅 南,4050,"['基本信息', '面积：141.41㎡', '朝向：南', '\xa0', '维护：7天前', '入住：随时入住', '\xa0', '楼层：高楼层/25层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4050', '押金 ': '4050', '服务费 ': '0', '中介费 ': '需咨询'}"
2177,合租·远洋万和四季 4居室 南卧,990,"['基本信息', '面积：7.60㎡', '朝向：南', '\xa0', '维护：3天前', '入住：2024-06-26', '\xa0', '楼层：34/40层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：需提前预约', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1039', '押金 ': '1039', '服务费 ': '103.9', '中介费 ': '0'}"
2178,整租·天瑞国际酒店公寓 1室1厅 东南/南,2980,"['基本信息', '面积：59.03㎡', '朝向：东南 南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：中楼层/30层', '电梯：有', '\xa0', '车位：暂无数据', '用水：商水', '\xa0', '用电：商电', '燃气：无', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2980', '押金 ': '2980', '服务费 ': '0', '中介费 ': '需咨询'}"
2179,整租·天梨豪园 3室2厅 西,3600,"['基本信息', '面积：167.80㎡', '朝向：西', '\xa0', '维护：9天前', '入住：随时入住', '\xa0', '楼层：高楼层/12层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：2年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3600', '押金 ': '3600', '服务费 ': '0', '中介费 ': '需咨询'}"
2180,合租·世茂林屿岸 4居室 南卧,1130,"['基本信息', '面积：8.62㎡', '朝向：南', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：16/34层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1186', '押金 ': '1186', '服务费 ': '118.6', '中介费 ': '0'}"
2181,整租·恒大名都 3室2厅 南,1400,"['基本信息', '面积：115.00㎡', '朝向：南', '\xa0', '维护：3天前', '入住：随时入住', '\xa0', '楼层：低楼层/32层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1400', '押金 ': '1400', '服务费 ': '0', '中介费 ': '需咨询'}"
2182,合租·塔子湖兴隆苑 3居室 南卧,1060,"['基本信息', '面积：14.10㎡', '朝向：南', '\xa0', '维护：4天前', '入住：2024-06-20', '\xa0', '楼层：22/30层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：需提前预约', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1113', '押金 ': '1113', '服务费 ': '111.3', '中介费 ': '0'}"
2183,整租·城市印象 2室2厅 北,3100,"['基本信息', '面积：110.48㎡', '朝向：北', '\xa0', '维护：9天前', '入住：随时入住', '\xa0', '楼层：中楼层/18层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3100', '押金 ': '3100', '服务费 ': '0', '中介费 ': '需咨询'}"
2184,整租·招商一江璟城 1室1厅 西南,2300,"['基本信息', '面积：46.61㎡', '朝向：西南', '\xa0', '维护：2天前', '入住：2024-06-26', '\xa0', '楼层：中楼层/39层', '电梯：有', '\xa0', '车位：暂无数据', '用水：暂无数据', '\xa0', '用电：暂无数据', '燃气：有', '\xa0', '采暖：自采暖', '租期：3年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2300', '押金 ': '2300', '服务费 ': '0', '中介费 ': '需咨询'}"
2185,整租·黄鹤世家 3室2厅 南,2600,"['基本信息', '面积：116.18㎡', '朝向：南', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：低楼层/8层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2600', '押金 ': '2600', '服务费 ': '0', '中介费 ': '需咨询'}"
2186,合租·金地格林东郡 3居室 西卧,1130,"['基本信息', '面积：8.13㎡', '朝向：西', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：21/33层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1186', '押金 ': '1186', '服务费 ': '118.6', '中介费 ': '0'}"
2187,整租·康乐大厦 2室1厅 东南,2300,"['基本信息', '面积：97.48㎡', '朝向：东南', '\xa0', '维护：1天前', '入住：2024-06-24', '\xa0', '楼层：高楼层/18层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '半年付', '租金 ': '2300', '押金 ': '2300', '服务费 ': '0', '中介费 ': '需咨询'}"
2188,整租·名流人和天地六期 3室2厅 南,1700,"['基本信息', '面积：110.15㎡', '朝向：南', '\xa0', '维护：15天前', '入住：随时入住', '\xa0', '楼层：中楼层/30层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：一般下班后可看', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1700', '押金 ': '1700', '服务费 ': '0', '中介费 ': '需咨询'}"
2189,合租·碧桂园云玺 4居室 南卧,1416,"['基本信息', '面积：16.50㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：25/33层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：7~12个月', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1487', '押金 ': '1487', '服务费 ': '148.7', '中介费 ': '0'}"
