ID,type,type,coordinates,小区名,区域,户型,面积,朝向,装修风,楼层,房屋类,价格,备注,链接,properties.经纬度,properties.NEAR_FID,properties.NEAR_DIST,latitude,longitude
2072,Feature,Point,"[114.413868, 30.460521]",当代国际花园四期,金融港,2室1厅,59.01平米,东南,精装,低楼层(共8层),板楼,132万,当代国际花园精装小两房，低总价，满两年，业主急售！,https://wh.lianjia.com/ershoufang/104109638070.html,"114.413868,30.460521",149975,0.0,114.413868,30.460521
2073,Feature,Point,"[114.306619744, 30.6129463517]",黄浦雅苑,黄埔永清,2室2厅,107.43平米,南 北,精装,中楼层(共11层),板楼,246万,黄浦雅苑 少有边户两房 小高层公摊小 住家安静,https://wh.lianjia.com/ershoufang/104110104656.html,"114.306619,30.612945",84350,1.54268112268e-06,114.306619744,30.6129463517
2074,Feature,Point,"[114.417061044, 30.5056013283]",卧龙剑桥春天,关山大道,3室2厅,137.22平米,南,简装,中楼层(共17层),板楼,257万,剑桥春天大三房观景楼层三房南直视华科,https://wh.lianjia.com/ershoufang/104109693677.html,"114.417226,30.505586",151418,0.000165666427398,114.417061044,30.5056013283
2075,Feature,Point,"[114.274758182, 30.6583491039]",碧桂园海昌天澜二期,将军路,3室1厅,119.81平米,南,毛坯,中楼层(共33层),板楼,132万,碧桂园海昌天澜二期 三房两卫毛坯 可根据自己喜好装修,https://wh.lianjia.com/ershoufang/104109898462.html,"114.275415,30.660269",58867,0.00202914043857,114.274758182,30.6583491039
2076,Feature,Point,"[114.438220583, 30.4469556698]",万科魅力之城南区,金融港,2室1厅,58.82平米,南,精装,高楼层(共10层),板楼,113万,万科南区  自住装修  基本空置  诚心出售,https://wh.lianjia.com/ershoufang/104110520124.html,"114.438219,30.446846",162214,0.000109681273884,114.438220583,30.4469556698
2077,Feature,Point,"[114.323955404, 30.4806047638]",保利心语七期,珞狮南路,2室2厅,67.35平米,南,简装,高楼层(共32层),塔楼,133万,七期经典68+8 的两居室，高楼层 采光好 满二,https://wh.lianjia.com/ershoufang/104109195964.html,"114.323980,30.480769",100591,0.000166067735006,114.323955404,30.4806047638
2078,Feature,Point,"[114.368477556, 30.5616277348]",黄鹂小区,中北路,3室2厅,101.76平米,东 东南 南 北,精装,中楼层(共7层),板楼,150万,东湖风景区，诚心出售，通透，看房方便，,https://wh.lianjia.com/ershoufang/104107722681.html,"114.368976,30.562004",126162,0.000624517351018,114.368477556,30.5616277348
2079,Feature,Point,"[114.420556198, 30.4174280435]",宜家龙臣,金融港,2室2厅,85.94平米,南,简装,中楼层(共11层),板楼,80万,产证满五年，过户税费低电梯小高层公摊小，楼层好！,https://wh.lianjia.com/ershoufang/104106696104.html,"114.420053,30.417428",154803,0.000503197596336,114.420556198,30.4174280435
2080,Feature,Point,"[114.360764753, 30.5817678404]",华腾园,徐东,2室1厅,60.2平米,南,精装,中楼层(共28层),板楼,97万,4/8双地铁口，华腾园，朝南两房，满两年，随时看房！,https://wh.lianjia.com/ershoufang/104110170293.html,"114.360716,30.581653",120543,0.000124760588519,114.360764753,30.5817678404
2081,Feature,Point,"[114.26655971, 30.6040986305]",城市之光,光谷东,2室1厅,74.16平米,南,其他,中楼层(共23层),塔楼,120万,光谷东湖高新《城市之光精装两房》户型方正,https://wh.lianjia.com/ershoufang/104110352891.html,"114.266449,30.604117",53732,0.000112223619245,114.26655971,30.6040986305
2082,Feature,Point,"[114.303165326, 30.526974931]",园林小区,首义,2室1厅,87.4平米,南,简装,高楼层(共7层),板楼,122万,此方户型方正 采光好 采光充足 配套成熟 房东诚心出售,https://wh.lianjia.com/ershoufang/104106880008.html,"114.303226,30.527135",82896,0.000171182483716,114.303165326,30.526974931
2083,Feature,Point,"[114.260526335, 30.4825999759]",万科金色城市17地块,白沙洲,2室1厅,78.24平米,西南,简装,高楼层(共24层),板楼,110万,批量真房源 省心找小张 满二年 本周必卖 价格可谈,https://wh.lianjia.com/ershoufang/104110585012.html,"114.260479,30.482580",49426,5.13775578175e-05,114.260526335,30.4825999759
2084,Feature,Point,"[114.116553737, 30.6327297418]",宇济钦江苑,东西湖其它,3室2厅,101.56平米,南,精装,高楼层(共45层),板塔结合,102万,双地铁口精装3房2卫，产证满二，全款房无抵押，含车位,https://wh.lianjia.com/ershoufang/104110474020.html,"114.115311,30.632236",3289,0.00133722706244,114.116553737,30.6327297418
2085,Feature,Point,"[114.441068818, 30.4300022053]",中海光谷锦城,金融港,3室1厅,91.63平米,东南,精装,高楼层(共31层),板楼,141万,好楼层彩光好，满二，开发商精装修,https://wh.lianjia.com/ershoufang/104110342846.html,"114.446776,30.427089",163201,0.00640770534231,114.441068818,30.4300022053
2086,Feature,Point,"[114.269778155, 30.7106556877]",天汇龙城三期,盘龙城,3室2厅,119.11平米,南 北,精装,高楼层(共33层),板楼,109万,精装修3房.户型南北通透，诚心出售,https://wh.lianjia.com/ershoufang/104108624647.html,"114.269921,30.711319",55058,0.000678518902594,114.269778155,30.7106556877
2087,Feature,Point,"[114.309909, 30.533591]",化工研究所宿舍,首义,3室1厅,81.32平米,东 南 北,简装,高楼层(共7层),板楼,90万,首义路口 居家三房  三面采光 朝南大阳台 随时可以看,https://wh.lianjia.com/ershoufang/104110599078.html,"114.309909,30.533591",87436,0.0,114.309909,30.533591
2088,Feature,Point,"[114.417145928, 30.4951375141]",长航蓝晶国际B区,关山大道,3室2厅,105.07平米,西南,毛坯,高楼层(共30层),板塔结合,256万,地铁口，前看景观后看园林，高层适合个性装修的您,https://wh.lianjia.com/ershoufang/104109368600.html,"114.417132,30.494988",153140,0.000150161436754,114.417145928,30.4951375141
2089,Feature,Point,"[114.445528298, 30.5012433645]",万科嘉园光谷的光,华科大,3室2厅,89.94平米,东南,精装,低楼层(共32层),板楼,186万,万科开发商 品牌物业 精装3房 配套齐全 满2年,https://wh.lianjia.com/ershoufang/104110309515.html,"114.445919,30.498085",163763,0.0031824384312,114.445528298,30.5012433645
2090,Feature,Point,"[114.192969446, 30.5473540064]",万科汉阳国际A区,王家湾,2室1厅,74.9平米,东南,精装,高楼层(共34层),板楼,127万,万科汉阳国际A区，精装两房，老证,https://wh.lianjia.com/ershoufang/104110436461.html,"114.192954,30.547166",19006,0.00018863982978,114.192969446,30.5473540064
2091,Feature,Point,"[114.40033609, 30.4744699222]",清江山水,民族大道,2室2厅,92.89平米,南,精装,低楼层(共11层),板楼,157万,清江山水 精装大两房 小高层公摊15% 155万可卖 快,https://wh.lianjia.com/ershoufang/104109011765.html,"114.400270,30.474452",142081,6.84769549239e-05,114.40033609,30.4744699222
2092,Feature,Point,"[114.316578267, 30.5696752622]",融侨华府,积玉桥,3室2厅,139.69平米,南 北,精装,中楼层(共34层),板塔结合,345万,积玉桥三层楼地铁口 融侨华府 精装三居室 满五年,https://wh.lianjia.com/ershoufang/104109940002.html,"114.316854,30.569861",94002,0.00033245633939,114.316578267,30.5696752622
2093,Feature,Point,"[114.254627763, 30.5214600071]",万福国际广场,钟家村,2室2厅,88.22平米,南,精装,中楼层(共32层),板楼,142万,纯板楼 方正小3房 简洁装修 自住出租两相宜 老证税少,https://wh.lianjia.com/ershoufang/104109565017.html,"114.254374,30.521566",45591,0.000275009787628,114.254627763,30.5214600071
2094,Feature,Point,"[114.33045, 30.518735]",丽岛2046,中南丁字桥,3室1厅,101.64平米,南 北,精装,高楼层(共46层),塔楼,187万,二环内  品牌物业  居住环境舒适  配套齐全,https://wh.lianjia.com/ershoufang/104108828456.html,"114.330450,30.518735",103678,0.0,114.33045,30.518735
2095,Feature,Point,"[114.354347573, 30.5931793536]",美林青城,杨园,4室2厅,148.29平米,南 北,简装,中楼层(共11层),板楼,310万,园林小区 电梯大四房 南北向板楼格局 中间楼层 有*,https://wh.lianjia.com/ershoufang/104107763721.html,"114.354386,30.593214",117421,5.17399102646e-05,114.354347573,30.5931793536
2096,Feature,Point,"[114.247961437, 30.5152213257]",恒大御景湾,钟家村,2室1厅,90.32平米,东南,精装,高楼层(共46层),塔楼,138.8万,此房老证满五唯一，户型通透 中高楼层 采光视野好,https://wh.lianjia.com/ershoufang/104110443255.html,"114.249297,30.514526",41617,0.00150572452854,114.247961437,30.5152213257
2097,Feature,Point,"[114.287013082, 30.63245268]",紫御公馆,后湖,2室1厅,68.6平米,南,精装,低楼层(共25层),板楼,139万,紫御公馆带个大露台，此房精装，生活方便。,https://wh.lianjia.com/ershoufang/104109727947.html,"114.287666,30.632710",67032,0.000701794483403,114.287013082,30.63245268
2098,Feature,Point,"[114.309516703, 30.5002660314]",阳光上城,老南湖,3室2厅,97.86平米,南,精装,中楼层(共32层),塔楼,170万,贝壳推荐好房 电梯中高楼层 装修好 采光好 千里无遮挡,https://wh.lianjia.com/ershoufang/104109312772.html,"114.309472,30.500250",87866,4.74902177643e-05,114.309516703,30.5002660314
2099,Feature,Point,"[114.25060233, 30.634699442]",福星华府,杨汊湖,2室2厅,90.63平米,南,简装,高楼层(共55层),板楼,140万,福星华府 老证，高楼层，视野好，无遮挡，采光好。,https://wh.lianjia.com/ershoufang/104109685083.html,"114.250497,30.634566",42353,0.000170003459607,114.25060233,30.634699442
2100,Feature,Point,"[114.351195104, 30.5054826674]",中建南湖壹号,珞狮南路,3室2厅,124.2平米,南 北,精装,低楼层(共42层),塔楼,298万,总监推荐！南湖壹号精装三房 证满两年 中间楼层 诚售,https://wh.lianjia.com/ershoufang/104110461342.html,"114.349532,30.502517",117014,0.00340016147289,114.351195104,30.5054826674
2101,Feature,Point,"[114.324372042, 30.4933502712]",新城璟棠,四新,4室2厅,127.86平米,南 北,精装,高楼层(共33层),板楼,203万,方岛南新城璟棠精品居家四居室居中楼栋高楼层采光棒,https://wh.lianjia.com/ershoufang/104110419555.html,"114.324353,30.493276",100531,7.66733912913e-05,114.324372042,30.4933502712
2102,Feature,Point,"[114.445540995, 30.4788295257]",佳源花都二期,光谷东,2室1厅,68.9平米,南 北,精装,中楼层(共11层),板塔结合,101万,电梯2房，南北对流，采光充沛，南向公园绿化，空气好,https://wh.lianjia.com/ershoufang/104108931610.html,"114.446163,30.476578",163792,0.00233586348011,114.445540995,30.4788295257
2103,Feature,Point,"[114.267042, 30.620539]",顶琇国际城,唐家墩,3室2厅,89.87平米,南,其他,中楼层(共48层),板塔结合,175万,二环唐家墩，精装三房9成新，满二，拎包入住，有车位,https://wh.lianjia.com/ershoufang/104110351904.html,"114.267042,30.620539",53483,0.0,114.267042,30.620539
2104,Feature,Point,"[114.338428826, 30.5807423616]",七星绿色花园,沙湖,4室2厅,143.04平米,南 北,精装,高楼层(共12层),板塔结合,309万,南北通透采光好，高层，全新精装未入住一梯两户板房,https://wh.lianjia.com/ershoufang/104110368289.html,"114.338758,30.580754",108709,0.000329379681523,114.338428826,30.5807423616
2105,Feature,Point,"[114.333794616, 30.5224497763]",百瑞景中央生活区六期,中南丁字桥,3室2厅,113.63平米,南 北,毛坯,中楼层(共34层),板塔结合,438万,百瑞景六期 中高楼层 满2年 采光视野开阔  随时可看,https://wh.lianjia.com/ershoufang/104109639800.html,"114.333668,30.522462",105499,0.000127204417522,114.333794616,30.5224497763
2106,Feature,Point,"[114.220329966, 30.5897482125]",洺悦府,宗关,3室2厅,95.66平米,南,毛坯,低楼层(共40层),板楼,185万,上山鹰，次新小区，通透户型，诚意出售。,https://wh.lianjia.com/ershoufang/104105493239.html,"114.220543,30.589780",27713,0.000215392502799,114.220329966,30.5897482125
2107,Feature,Point,"[114.441068818, 30.4300022053]",中海光谷锦城,金融港,3室1厅,91.63平米,东南,精装,高楼层(共31层),板楼,141万,好楼层彩光好，满二，开发商精装修,https://wh.lianjia.com/ershoufang/104110342846.html,"114.446776,30.427089",163201,0.00640770534231,114.441068818,30.4300022053
2108,Feature,Point,"[114.383347535, 30.6055183428]",金地自在城,团结大道,3室1厅,128.2平米,南 北,精装,高楼层(共31层),板塔结合,280万,金地自在城中间楼栋高层精装满二通透大三居业主诚售,https://wh.lianjia.com/ershoufang/104107799828.html,"114.383565,30.604698",133161,0.000848677403893,114.383347535,30.6055183428
2109,Feature,Point,"[114.291671, 30.64959]",百步亭金桥汇2期,塔子湖,4室2厅,162.36平米,南 北,精装,低楼层(共46层),板楼,298万,百步亭金桥汇二期 老证 精装修 大四房双阳台,https://wh.lianjia.com/ershoufang/104109720163.html,"114.291671,30.649590",71822,0.0,114.291671,30.64959
2110,Feature,Point,"[114.320256, 30.52482]",武昌城市公园,武昌火车站,3室2厅,117.92平米,南 北,精装,中楼层(共18层),板楼,215万,二环内公摊18%电梯房 三阳台 中高楼层 边户满五年,https://wh.lianjia.com/ershoufang/104110140800.html,"114.320256,30.524820",96249,0.0,114.320256,30.52482
2111,Feature,Point,"[114.387015017, 30.500084394]",关西小区,关西长职,2室1厅,76.14平米,南,简装,高楼层(共7层),塔楼,87万,关西小区 2室1厅 南,https://wh.lianjia.com/ershoufang/104109654199.html,"114.387003,30.500064",136362,2.36711539292e-05,114.387015017,30.500084394
2112,Feature,Point,"[114.27899, 30.619431]",蔡家田A区,唐家墩,2室1厅,51.45平米,南 北,简装,中楼层(共8层),塔楼,73万,采光很好，品型两房，诚意出售，看房方便,https://wh.lianjia.com/ershoufang/104110669340.html,"114.278990,30.619431",61378,0.0,114.27899,30.619431
2113,Feature,Point,"[114.279176522, 30.6403763256]",尚都一品,塔子湖,2室2厅,83.99平米,南,精装,高楼层(共32层),板楼,135万,尚都一品 中间楼层 视野开阔 采光佳 近地铁 总价低,https://wh.lianjia.com/ershoufang/104107543597.html,"114.279160,30.640410",61162,3.75091593661e-05,114.279176522,30.6403763256
2114,Feature,Point,"[114.260526335, 30.4825999759]",万科金色城市17地块,白沙洲,2室1厅,78.24平米,西南,简装,高楼层(共24层),板楼,110万,批量真房源 省心找小张 满二年 本周必卖 价格可谈,https://wh.lianjia.com/ershoufang/104110585012.html,"114.260479,30.482580",49426,5.13775578175e-05,114.260526335,30.4825999759
2115,Feature,Point,"[114.309909, 30.533591]",化工研究所宿舍,首义,3室1厅,81.32平米,东 南 北,简装,高楼层(共7层),板楼,90万,首义路口 居家三房  三面采光 朝南大阳台 随时可以看,https://wh.lianjia.com/ershoufang/104110599078.html,"114.309909,30.533591",87436,0.0,114.309909,30.533591
2116,Feature,Point,"[114.180912418, 30.5191379419]",金色港湾双湖林语,沌口,2室2厅,76.58平米,东南,精装,高楼层(共34层),板楼,128万,金色港湾双湖林语，优质2房通风采光好,https://wh.lianjia.com/ershoufang/104108678983.html,"114.181050,30.520650",16018,0.0015183044834,114.180912418,30.5191379419
2117,Feature,Point,"[114.208724676, 30.5433677082]",水墨兰轩,王家湾,2室2厅,88.58平米,南,精装,中楼层(共16层),板塔结合,142万,房子户型方正，一线湖景，老证，产权清晰，后期税费低,https://wh.lianjia.com/ershoufang/104109725491.html,"114.209481,30.544201",24417,0.00112534493237,114.208724676,30.5433677082
2118,Feature,Point,"[114.206168054, 30.5159994101]",新城璟悦城,四新,3室2厅,93.8平米,南 北,精装,高楼层(共34层),板楼,150万,新城璟悦城 高楼层 居家装修 采光好,https://wh.lianjia.com/ershoufang/104110183667.html,"114.206149,30.516118",23391,0.000120110862432,114.206168054,30.5159994101
2119,Feature,Point,"[114.260086324, 30.5319585398]",汉阳1889,钟家村,3室1厅,105.57平米,南 北,精装,高楼层(共30层),塔楼,139万,精装三房，婚房装修，老证，采光好，视野好，配套齐。,https://wh.lianjia.com/ershoufang/104110251835.html,"114.260581,30.531910",49282,0.000497051764972,114.260086324,30.5319585398
2120,Feature,Point,"[114.431222313, 30.5010156113]",学府佳园,华科大,3室2厅,134.88平米,南 北,精装,低楼层(共6层),板楼,236万,学府佳园 四区三房两卫 南北通透 中间楼层 拎包入住,https://wh.lianjia.com/ershoufang/104108567298.html,"114.430938,30.501687",159919,0.00072910677681,114.431222313,30.5010156113
2121,Feature,Point,"[114.269778155, 30.7106556877]",天汇龙城三期,盘龙城,3室2厅,119.11平米,南 北,精装,高楼层(共33层),板楼,109万,精装修3房.户型南北通透，诚心出售,https://wh.lianjia.com/ershoufang/104108624647.html,"114.269921,30.711319",55058,0.000678518902594,114.269778155,30.7106556877
2122,Feature,Point,"[114.420556198, 30.4174280435]",宜家龙臣,金融港,2室2厅,85.94平米,南,简装,中楼层(共11层),板楼,80万,产证满五年，过户税费低电梯小高层公摊小，楼层好！,https://wh.lianjia.com/ershoufang/104106696104.html,"114.420053,30.417428",154803,0.000503197596336,114.420556198,30.4174280435
2123,Feature,Point,"[114.271449801, 30.638043127]",中城悦城一期,CBD西北湖,3室2厅,117.22平米,南 北,毛坯,中楼层(共46层),板塔结合,290万,中城悦城南北通透三房老证视野好,https://wh.lianjia.com/ershoufang/104108926250.html,"114.271491,30.637899",55167,0.000149899729031,114.271449801,30.638043127
2124,Feature,Point,"[114.365481, 30.508641]",保利大都会尚湖,卓刀泉,3室2厅,119.26平米,西南,其他,高楼层(共45层),塔楼,299万,通透大三房，双卫，精装修，边户采光充足，视野开阔。,https://wh.lianjia.com/ershoufang/104110807972.html,"114.365481,30.508641",124749,0.0,114.365481,30.508641
2125,Feature,Point,"[114.220329966, 30.5897482125]",洺悦府,宗关,3室2厅,95.66平米,南,毛坯,低楼层(共40层),板楼,185万,上山鹰，次新小区，通透户型，诚意出售。,https://wh.lianjia.com/ershoufang/104105493239.html,"114.220543,30.589780",27713,0.000215392502799,114.220329966,30.5897482125
2126,Feature,Point,"[114.323955404, 30.4806047638]",保利心语七期,珞狮南路,2室2厅,67.35平米,南,简装,高楼层(共32层),塔楼,133万,七期经典68+8 的两居室，高楼层 采光好 满二,https://wh.lianjia.com/ershoufang/104109195964.html,"114.323980,30.480769",100591,0.000166067735006,114.323955404,30.4806047638
2127,Feature,Point,"[114.192969446, 30.5473540064]",万科汉阳国际A区,王家湾,2室1厅,74.9平米,东南,精装,高楼层(共34层),板楼,127万,万科汉阳国际A区，精装两房，老证,https://wh.lianjia.com/ershoufang/104110436461.html,"114.192954,30.547166",19006,0.00018863982978,114.192969446,30.5473540064
2128,Feature,Point,"[114.274758182, 30.6583491039]",碧桂园海昌天澜二期,将军路,3室1厅,119.81平米,南,毛坯,中楼层(共33层),板楼,132万,碧桂园海昌天澜二期 三房两卫毛坯 可根据自己喜好装修,https://wh.lianjia.com/ershoufang/104109898462.html,"114.275415,30.660269",58867,0.00202914043857,114.274758182,30.6583491039
2129,Feature,Point,"[114.438220583, 30.4469556698]",万科魅力之城南区,金融港,2室1厅,58.82平米,南,精装,高楼层(共10层),板楼,113万,万科南区  自住装修  基本空置  诚心出售,https://wh.lianjia.com/ershoufang/104110520124.html,"114.438219,30.446846",162214,0.000109681273884,114.438220583,30.4469556698
2130,Feature,Point,"[114.358574701, 30.594724085]",保利城,团结大道,3室2厅,94.98平米,南 北,精装,中楼层(共51层),板塔结合,186万,房子满两年，婚房装修，用材讲究，可以拎包住。,https://wh.lianjia.com/ershoufang/104110604182.html,"114.358457,30.594967",118803,0.000269928330938,114.358574701,30.594724085
2131,Feature,Point,"[114.316578267, 30.5696752622]",融侨华府,积玉桥,3室2厅,139.69平米,南 北,精装,中楼层(共34层),板塔结合,345万,积玉桥三层楼地铁口 融侨华府 精装三居室 满五年,https://wh.lianjia.com/ershoufang/104109940002.html,"114.316854,30.569861",94002,0.00033245633939,114.316578267,30.5696752622
2132,Feature,Point,"[114.40033609, 30.4744699222]",清江山水,民族大道,2室2厅,92.89平米,南,精装,低楼层(共11层),板楼,157万,清江山水 精装大两房 小高层公摊15% 155万可卖 快,https://wh.lianjia.com/ershoufang/104109011765.html,"114.400270,30.474452",142081,6.84769549239e-05,114.40033609,30.4744699222
2133,Feature,Point,"[114.324437724, 30.5323659923]",方海公寓,武昌火车站,2室2厅,84.41平米,南 北,简装,中楼层(共8层),板楼,129万,武昌火车站中南梅苑路 住宅中间楼层 稳定梅苑 诚心出,https://wh.lianjia.com/ershoufang/104110191890.html,"114.324580,30.532377",100109,0.000142701419976,114.324437724,30.5323659923
2134,Feature,Point,"[114.254627763, 30.5214600071]",万福国际广场,钟家村,2室2厅,88.22平米,南,精装,中楼层(共32层),板楼,142万,纯板楼 方正小3房 简洁装修 自住出租两相宜 老证税少,https://wh.lianjia.com/ershoufang/104109565017.html,"114.254374,30.521566",45591,0.000275009787628,114.254627763,30.5214600071
2135,Feature,Point,"[114.271449801, 30.638043127]",中城悦城一期,CBD西北湖,3室2厅,117.22平米,南 北,毛坯,中楼层(共46层),板塔结合,290万,中城悦城南北通透三房老证视野好,https://wh.lianjia.com/ershoufang/104108926250.html,"114.271491,30.637899",55167,0.000149899729031,114.271449801,30.638043127
2136,Feature,Point,"[114.368477556, 30.5616277348]",黄鹂小区,中北路,3室2厅,101.76平米,东 东南 南 北,精装,中楼层(共7层),板楼,150万,东湖风景区，诚心出售，通透，看房方便，,https://wh.lianjia.com/ershoufang/104107722681.html,"114.368976,30.562004",126162,0.000624517351018,114.368477556,30.5616277348
2137,Feature,Point,"[114.445528298, 30.5012433645]",万科嘉园光谷的光,华科大,3室2厅,89.94平米,东南,精装,低楼层(共32层),板楼,186万,万科开发商 品牌物业 精装3房 配套齐全 满2年,https://wh.lianjia.com/ershoufang/104110309515.html,"114.445919,30.498085",163763,0.0031824384312,114.445528298,30.5012433645
2138,Feature,Point,"[114.391552674, 30.5041968604]",武汉工程大学教工宿舍,虎泉杨家湾,2室1厅,61.36平米,南,其他,低楼层(共6层),暂无数据,115万,工程大校内 一楼带院子 业主诚心出售 看房方便,https://wh.lianjia.com/ershoufang/104110366987.html,"114.391554,30.504214",137685,1.71908209756e-05,114.391552674,30.5041968604
2139,Feature,Point,"[114.175103303, 30.5089999267]",东风阳光城四期,沌口,3室2厅,89.9平米,南 北,精装,高楼层(共32层),板楼,118万,老证 中高楼层 视野开阔三房 诚意卖,https://wh.lianjia.com/ershoufang/104110649683.html,"114.173809,30.506977",14210,0.00240155214165,114.175103303,30.5089999267
2140,Feature,Point,"[114.030604922, 30.5664637136]",中海尚城,蔡甸城区,3室2厅,123.71平米,南,精装,高楼层(共33层),板楼,85万,国企开发商 园林景观  精装边户,https://wh.lianjia.com/ershoufang/104110322372.html,"114.026946,30.562520",974,0.0053796456353,114.030604922,30.5664637136
2141,Feature,Point,"[114.310867, 30.562033]",金地国际花园,积玉桥,3室2厅,134.73平米,南 北,简装,低楼层(共32层),板楼,375万,金地此房户型好，楼层高采光好，精装修，拎包入住。,https://wh.lianjia.com/ershoufang/104110340270.html,"114.310867,30.562033",89451,0.0,114.310867,30.562033
2142,Feature,Point,"[114.292537024, 30.7004011759]",恒大名都,盘龙城,3室2厅,97.86平米,西北,精装,18层,板楼,87万,恒大名都  精装3房 户型通透 视野开阔 看房方便,https://wh.lianjia.com/ershoufang/104106726160.html,"114.292348,30.699575",71689,0.000847523858367,114.292537024,30.7004011759
2143,Feature,Point,"[114.260800428, 30.7107640951]",珩生领袖城,盘龙城,4室2厅,175.95平米,南 北,简装,低楼层(共18层),板楼,120万,近地铁南北通透双阳台 大四房 户型方正 老证税少,https://wh.lianjia.com/ershoufang/104108429554.html,"114.262651,30.711157",49676,0.00189182213422,114.260800428,30.7107640951
2144,Feature,Point,"[114.354347573, 30.5931793536]",美林青城,杨园,2室1厅,88.3平米,南,精装,高楼层(共18层),板塔结合,182万,店长推荐，精装修，高楼层，无遮拦，日照采光好,https://wh.lianjia.com/ershoufang/104108856720.html,"114.354386,30.593214",117421,5.17399102646e-05,114.354347573,30.5931793536
2145,Feature,Point,"[114.307306, 30.533643]",复兴路社区工程营小区,首义,3室2厅,75.46平米,南,简装,高楼层(共6层),暂无数据,96万,地铁口 中间楼层 3房朝南 满五唯一 后期费用低,https://wh.lianjia.com/ershoufang/104109808729.html,"114.307306,30.533643",87429,0.0,114.307306,30.533643
2146,Feature,Point,"[114.325261, 30.549127]",群建星城,中南丁字桥,2室2厅,94.47平米,南,毛坯,低楼层(共45层),板楼,153万,近地铁 武昌内环优质电梯2房 三梯四户，户型方正,https://wh.lianjia.com/ershoufang/104105892761.html,"114.325261,30.549127",99845,0.0,114.325261,30.549127
2147,Feature,Point,"[114.211279159, 30.5928779985]",南垸小区,古田,2室2厅,93.42平米,南,精装,中楼层(共7层),板楼,111万,店长推荐 可韩家墩 古田四路轻轨旁停车方便老证 诚售,https://wh.lianjia.com/ershoufang/104109762070.html,"114.211252,30.592905",24865,3.82974188017e-05,114.211279159,30.5928779985
2148,Feature,Point,"[114.258927601, 30.5322455955]",锦绣雅苑,钟家村,3室2厅,105.15平米,南 北,毛坯,高楼层(共33层),板楼,145万,六号线地铁站，通透大三房出售，户型方正,https://wh.lianjia.com/ershoufang/104109516147.html,"114.259161,30.532307",49284,0.000241341264116,114.258927601,30.5322455955
2149,Feature,Point,"[114.175103303, 30.5089999267]",东风阳光城四期,沌口,3室2厅,87.08平米,南 北,精装,中楼层(共32层),板楼,120万,精装老证 税费低 看房方便 诚意售,https://wh.lianjia.com/ershoufang/104110835889.html,"114.173809,30.506977",14210,0.00240155214165,114.175103303,30.5089999267
2150,Feature,Point,"[114.322797245, 30.5794761281]",绿地国际金融城二期,积玉桥,3室2厅,133.49平米,南 北,简装,高楼层(共32层),板塔结合,407万,武昌滨江 内环次新房 南北通透三房  业主诚心出售,https://wh.lianjia.com/ershoufang/104110238093.html,"114.322818,30.579452",97499,3.18263850534e-05,114.322797245,30.5794761281
2151,Feature,Point,"[114.171707601, 30.4589124796]",海伦小镇,沌口,3室2厅,111.12平米,南,毛坯,高楼层(共33层),板楼,73万,小区自带双语幼儿园，有老人健身设备以及青年篮球场,https://wh.lianjia.com/ershoufang/104110167818.html,"114.166239,30.413077",13962,0.0461605544492,114.171707601,30.4589124796
2152,Feature,Point,"[114.294500819, 30.5926620421]",新鸿基花园,三阳路,3室2厅,108.52平米,南,简装,中楼层(共33层),塔楼,168万,此房满五 业主诚心急售 可以看江,https://wh.lianjia.com/ershoufang/104110441373.html,"114.294499,30.592659",75375,3.54466460557e-06,114.294500819,30.5926620421
2153,Feature,Point,"[114.326871537, 30.5734878135]",沙湖金港苑,沙湖,3室2厅,128.4平米,东南,精装,高楼层(共22层),塔楼,220万,沙湖金港苑 精装修3居室 高楼层 采光好 拎包入住,https://wh.lianjia.com/ershoufang/104110149759.html,"114.327523,30.571859",101459,0.00175426265379,114.326871537,30.5734878135
2154,Feature,Point,"[114.37206367, 30.502054318]",绿汀雅境,卓刀泉,3室2厅,128.15平米,南,简装,中楼层(共12层),板楼,230万,产证满五年 好户型通透大三房 中间楼层 采光好,https://wh.lianjia.com/ershoufang/104110013061.html,"114.372091,30.501940",128278,0.00011753949988,114.37206367,30.502054318
2155,Feature,Point,"[114.354347573, 30.5931793536]",美林青城,杨园,2室1厅,88.3平米,南,精装,高楼层(共18层),板塔结合,182万,店长推荐，精装修，高楼层，无遮拦，日照采光好,https://wh.lianjia.com/ershoufang/104108856720.html,"114.354386,30.593214",117421,5.17399102646e-05,114.354347573,30.5931793536
2156,Feature,Point,"[114.288129382, 30.6128947539]",巴黎春天,文化大道,3室1厅,109.4平米,南 北,毛坯,中楼层(共40层),板塔结合,149万,少有一线湖景，南北通透，地铁口大三房，中间楼层,https://wh.lianjia.com/ershoufang/104108711404.html,"114.288241,30.612046",69731,0.000856061773916,114.288129382,30.6128947539
2157,Feature,Point,"[114.325261, 30.549127]",群建星城,中南丁字桥,2室2厅,94.47平米,南,毛坯,低楼层(共45层),板楼,153万,近地铁 武昌内环优质电梯2房 三梯四户，户型方正,https://wh.lianjia.com/ershoufang/104105892761.html,"114.325261,30.549127",99845,0.0,114.325261,30.549127
